image_id,file_name,label,category_id,image_url,local_path,readable_label,exists,can_open,width,height,cropped_path,cropped_exists,cropped_width,cropped_height,local_path_rel,cropped_path_rel
FL-32_05_03_2016_FL-32_0011551.JPG,part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG,canis latrans,6,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG,coyote,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG,True,2048,1476,data/raw/images/part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG,data/processed/cropped_images/part2/sub267/FL-32_05_03_2016_FL-32_0011551.JPG
CA-42_11_14_2015_CA-42_0012041.jpg,part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg,ursus americanus,67,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg,black_bear,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg,True,2048,1476,data/raw/images/part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg,data/processed/cropped_images/part1/sub102/CA-42_11_14_2015_CA-42_0012041.jpg
CA-13_10_05_2016_CA-13_0012363.JPG,part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG,ursus americanus,67,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG,black_bear,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG,True,2048,1476,data/raw/images/part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG,data/processed/cropped_images/part0/sub048/CA-13_10_05_2016_CA-13_0012363.JPG
2014_Unit120_SWTB002_img0113.jpg,part0/sub010/2014_Unit120_SWTB002_img0113.jpg,canis latrans,6,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub010/2014_Unit120_SWTB002_img0113.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub010/2014_Unit120_SWTB002_img0113.jpg,coyote,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub010/2014_Unit120_SWTB002_img0113.jpg,True,2048,1476,data/raw/images/part0/sub010/2014_Unit120_SWTB002_img0113.jpg,data/processed/cropped_images/part0/sub010/2014_Unit120_SWTB002_img0113.jpg
CA-34_08_04_2015_CA-34_0008506.jpg,part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg,lynx rufus,26,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg,bobcat,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg,True,2048,1476,data/raw/images/part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg,data/processed/cropped_images/part0/sub087/CA-34_08_04_2015_CA-34_0008506.jpg
2010_Unit164_Ivan070_img0910.jpg,part0/sub004/2010_Unit164_Ivan070_img0910.jpg,cervus elaphus,10,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub004/2010_Unit164_Ivan070_img0910.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub004/2010_Unit164_Ivan070_img0910.jpg,red_deer,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub004/2010_Unit164_Ivan070_img0910.jpg,True,2048,1476,data/raw/images/part0/sub004/2010_Unit164_Ivan070_img0910.jpg,data/processed/cropped_images/part0/sub004/2010_Unit164_Ivan070_img0910.jpg
2016_Unit129_Ivan112_img1175.jpg,part0/sub030/2016_Unit129_Ivan112_img1175.jpg,cervus elaphus,10,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub030/2016_Unit129_Ivan112_img1175.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub030/2016_Unit129_Ivan112_img1175.jpg,red_deer,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub030/2016_Unit129_Ivan112_img1175.jpg,True,2048,1476,data/raw/images/part0/sub030/2016_Unit129_Ivan112_img1175.jpg,data/processed/cropped_images/part0/sub030/2016_Unit129_Ivan112_img1175.jpg
2016_Unit160_Ivan036_img4807.jpg,part0/sub031/2016_Unit160_Ivan036_img4807.jpg,cervus elaphus,10,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub031/2016_Unit160_Ivan036_img4807.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub031/2016_Unit160_Ivan036_img4807.jpg,red_deer,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub031/2016_Unit160_Ivan036_img4807.jpg,True,2048,1476,data/raw/images/part0/sub031/2016_Unit160_Ivan036_img4807.jpg,data/processed/cropped_images/part0/sub031/2016_Unit160_Ivan036_img4807.jpg
CA-04_10_05_2016_CA-04_0024120.JPG,part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG,ursus americanus,67,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG,black_bear,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG,True,2048,1476,data/raw/images/part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG,data/processed/cropped_images/part0/sub038/CA-04_10_05_2016_CA-04_0024120.JPG
FL-43_11_03_2015_FL-43_0002011.jpg,part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg,procyon lotor,54,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg,raccoon,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg,True,2048,1476,data/raw/images/part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg,data/processed/cropped_images/part2/sub290/FL-43_11_03_2015_FL-43_0002011.jpg
