image_id,file_name,label,category_id,image_url,local_path,readable_label,exists,can_open,width,height,cropped_path,cropped_exists,cropped_width,cropped_height
CA-29_09_18_2015_CA-29_0027584.jpg,part0/sub077/CA-29_09_18_2015_CA-29_0027584.jpg,lynx rufus,26,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub077/CA-29_09_18_2015_CA-29_0027584.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub077/CA-29_09_18_2015_CA-29_0027584.jpg,bobcat,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub077/CA-29_09_18_2015_CA-29_0027584.jpg,True,2048,1476
CA-08_05_13_2016_CA-08_0008908.JPG,part0/sub041/CA-08_05_13_2016_CA-08_0008908.JPG,lynx rufus,26,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008908.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub041/CA-08_05_13_2016_CA-08_0008908.JPG,bobcat,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub041/CA-08_05_13_2016_CA-08_0008908.JPG,True,2048,1476
CA-28_10_03_2016_CA-28_0028322.JPG,part0/sub073/CA-28_10_03_2016_CA-28_0028322.JPG,sus scrofa,62,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub073/CA-28_10_03_2016_CA-28_0028322.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub073/CA-28_10_03_2016_CA-28_0028322.JPG,wild_boar,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub073/CA-28_10_03_2016_CA-28_0028322.JPG,True,2048,1476
CA-28_12_01_2015_CA-28_0013603.jpg,part0/sub073/CA-28_12_01_2015_CA-28_0013603.jpg,ursus americanus,67,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub073/CA-28_12_01_2015_CA-28_0013603.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub073/CA-28_12_01_2015_CA-28_0013603.jpg,black_bear,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub073/CA-28_12_01_2015_CA-28_0013603.jpg,True,2048,1476
FL-11_04_04_2016_FL-11_0018520.JPG,part1/sub170/FL-11_04_04_2016_FL-11_0018520.JPG,lynx rufus,26,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub170/FL-11_04_04_2016_FL-11_0018520.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part1/sub170/FL-11_04_04_2016_FL-11_0018520.JPG,bobcat,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part1/sub170/FL-11_04_04_2016_FL-11_0018520.JPG,True,2048,1476
CA-46_0008886.jpg,part3/sub327/CA-46_0008886.jpg,empty,16,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part3/sub327/CA-46_0008886.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part3/sub327/CA-46_0008886.jpg,empty,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part3/sub327/CA-46_0008886.jpg,True,2048,1476
FL-36_04_05_2016_FL-36_0013212.JPG,part2/sub276/FL-36_04_05_2016_FL-36_0013212.JPG,procyon lotor,54,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub276/FL-36_04_05_2016_FL-36_0013212.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part2/sub276/FL-36_04_05_2016_FL-36_0013212.JPG,raccoon,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part2/sub276/FL-36_04_05_2016_FL-36_0013212.JPG,True,2048,1476
CA-13_10_05_2016_CA-13_0013172.JPG,part0/sub048/CA-13_10_05_2016_CA-13_0013172.JPG,ursus americanus,67,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub048/CA-13_10_05_2016_CA-13_0013172.JPG,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub048/CA-13_10_05_2016_CA-13_0013172.JPG,black_bear,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub048/CA-13_10_05_2016_CA-13_0013172.JPG,True,2048,1476
FL-10_05_13_2015_FL-10_0000661.jpg,part1/sub169/FL-10_05_13_2015_FL-10_0000661.jpg,procyon lotor,54,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub169/FL-10_05_13_2015_FL-10_0000661.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part1/sub169/FL-10_05_13_2015_FL-10_0000661.jpg,raccoon,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part1/sub169/FL-10_05_13_2015_FL-10_0000661.jpg,True,2048,1476
2010_Unit182_Ivan091_img0022.jpg,part0/sub008/2010_Unit182_Ivan091_img0022.jpg,odocoileus hemionus,46,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub008/2010_Unit182_Ivan091_img0022.jpg,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/raw/images/part0/sub008/2010_Unit182_Ivan091_img0022.jpg,mule_deer,True,True,2048,1536,/Users/mihnea/Desktop/Proiecte personale/wildlife-camera-trap-classification/data/processed/cropped_images/part0/sub008/2010_Unit182_Ivan091_img0022.jpg,True,2048,1476
